neighborhood,current_cases,lat,long,ds
Hollywood,30,34.1016,-118.3337,2020-03-27
Hollywood Hills,19,34.1341,-118.3215,2020-03-27
Hyde Park,2,33.9819,-118.3309,2020-03-27
Koreatown,7,34.0578,-118.3009,2020-03-27
Lake Balboa,3,34.1839,-118.4954,2020-03-27
Lincoln Heights,1,34.0706,-118.2051,2020-03-27
Little Bangladesh,2,34.0691,-118.2956,2020-03-27
Los Feliz,6,34.1124,-118.2851,2020-03-27
Mar Vista,8,34.0037,-118.4690,2020-03-27
Melrose,49,34.0837,-118.3366,2020-03-27
Mid-city,8,34.0429,-118.3344,2020-03-27
Miracle Mile,7,34.0597,-118.3500,2020-03-27
North Hills,1,34.2362,-118.4851,2020-03-27
North Hollywood,18,34.1870,-118.3813,2020-03-27
Northridge,7,34.2379,-118.5302,2020-03-27
Pacific Palisades,10,34.0481,-118.5265,2020-03-27
Pacoima,2,34.2625,-118.4270,2020-03-27
Palms,12,34.0237,-118.4151,2020-03-27
Panorama City,4,34.2247,-118.4498,2020-03-27
Pico-Union,5,34.0446,-118.2770,2020-03-27
Playa Vista,5,33.9728,-118.4276,2020-03-27
Porter Ranch,2,39.4346,-121.0205,2020-03-27
Reseda,8,34.2011,-118.5360,2020-03-27
San Pedro,8,33.7361,-118.2922,2020-03-27
Sherman Oaks,21,34.1500,-118.4489,2020-03-27
Silverlake,12,34.0869,-118.2702,2020-03-27
South Carthay,5,34.0561,-118.3734,2020-03-27
South Park,3,34.0418,-118.2639,2020-03-27
Studio City,10,34.1413,-118.3878,2020-03-27
Sun Valley,3,34.2274,-118.3811,2020-03-27
Sylmar,4,34.3058,-118.4572,2020-03-27
Tarzana,17,34.1509,-118.5517,2020-03-27
Temple-Beaudry,5,34.0629,-118.2513,2020-03-27
Tujunga,2,34.2633,-118.3027,2020-03-27
University Park,4,34.0315,-118.2797,2020-03-27
Valley Glen,2,34.1838,-118.4172,2020-03-27
Valley Village,13,34.1633,-118.3842,2020-03-27
Van Nuys,4,34.1899,-118.4514,2020-03-27
Venice,11,33.9764,-118.4667,2020-03-27
Vermont Vista,2,33.9465,-118.2826,2020-03-27
Vernon Central,3,34.0043,-118.2570,2020-03-27
Watts,1,33.9386,-118.2380,2020-03-27
West Adams,6,34.0342,-118.3623,2020-03-27
West Hills,5,34.1973,-118.6440,2020-03-27
West Los Angeles,9,34.0399,-118.4422,2020-03-27
West Vernon,6,34.0039,-118.2301,2020-03-27
Westchester,8,33.9597,-118.4006,2020-03-27
Westlake,1,34.1458,-118.8056,2020-03-27
Westwood,16,34.0561,-118.4297,2020-03-27
Wholesale District,8,34.0300,-118.2452,2020-03-27
Wilmington,5,33.7800,-118.2617,2020-03-27
Wilshire Center,4,34.0642,-118.2984,2020-03-27
Winnetka,3,34.2059,-118.5754,2020-03-27
Woodland Hills,14,34.1659,-118.6104,2020-03-27
Altadena,9,34.1902,-118.1313,2020-03-27
Athens-Westmont,5,33.9238,-118.3019,2020-03-27
Castaic,3,34.4889,-118.6229,2020-03-27
East Los Angeles,6,34.0316,-118.1724,2020-03-27
Hacienda Heights,2,33.9931,-117.9687,2020-03-27
Rowland Heights,1,33.9761,-117.9053,2020-03-27
South Whittier,3,33.9608,-118.0417,2020-03-27
Long Beach,54,33.7701,-118.1937,2020-03-27
Pasadena,9,34.1561,-118.1319,2020-03-27
- Under Investigation,154,#N/A,#N/A,2020-03-28
Long Beach,75,33.7701,-118.1937,2020-03-28
Melrose,56,34.0837,-118.3366,2020-03-28
West Hollywood,50,34.0907,-118.3860,2020-03-28
Santa Monica,38,34.0242,-118.4965,2020-03-28
Hollywood,38,34.1016,-118.3337,2020-03-28
Glendale,36,34.1425,-118.2551,2020-03-28
Santa Clarita,32,34.3917,-118.5426,2020-03-28
Torrance,32,33.8408,-118.3454,2020-03-28
Brentwood,31,34.0519,-118.4731,2020-03-28
Carson,26,33.8374,-118.2559,2020-03-28
Encino,26,34.1517,-118.5214,2020-03-28
North Hollywood,26,34.1870,-118.3813,2020-03-28
Sherman Oaks,25,34.1500,-118.4489,2020-03-28
Redondo Beach,24,33.8492,-118.3884,2020-03-28
Manhattan Beach,23,33.8812,-118.4072,2020-03-28
Hollywood Hills,23,34.1341,-118.3215,2020-03-28
Beverly Hills,21,34.0736,-118.4004,2020-03-28
Lancaster,19,34.6868,-118.1542,2020-03-28
Tarzana,19,34.1509,-118.5517,2020-03-28
Downey,18,33.9451,-118.1281,2020-03-28
Woodland Hills,18,34.1659,-118.6104,2020-03-28
Burbank,17,34.1808,-118.3090,2020-03-28
Beverly Crest,17,34.1024,-118.4163,2020-03-28
Hancock Park,17,34.0745,-118.3304,2020-03-28
Westwood,17,34.0561,-118.4297,2020-03-28
Palms,15,34.0237,-118.4151,2020-03-28
Inglewood,14,33.9610,-118.3554,2020-03-28
Palos Verdes Estates,14,33.7871,-118.3976,2020-03-28
Silverlake,14,34.0869,-118.2702,2020-03-28
Valley Village,14,34.1633,-118.3842,2020-03-28
Lynwood,13,33.9293,-118.2139,2020-03-28
Venice,13,33.9764,-118.4667,2020-03-28
West Los Angeles,13,34.0399,-118.4422,2020-03-28
Bellflower,12,33.8822,-118.1180,2020-03-28
Norwalk,12,33.9022,-118.0817,2020-03-28
Westchester,12,33.9597,-118.4006,2020-03-28
Hawthorne,11,33.9194,-118.3540,2020-03-28
Lakewood,11,33.8536,-118.1340,2020-03-28
South Gate,11,33.9560,-118.2113,2020-03-28
Pacific Palisades,11,34.0481,-118.5265,2020-03-28
Reseda,11,34.2011,-118.5360,2020-03-28
Wholesale District,11,34.0300,-118.2452,2020-03-28
Alhambra,10,34.0953,-118.1270,2020-03-28
Calabasas,10,34.1383,-118.6608,2020-03-28
Beverlywood,10,34.0409,-118.3919,2020-03-28
Del Rey,10,33.9878,-118.4229,2020-03-28
Koreatown,10,34.0578,-118.3009,2020-03-28
Studio City,10,34.1413,-118.3878,2020-03-28
Altadena,10,34.1902,-118.1313,2020-03-28
Agoura Hills,9,34.1364,-118.7745,2020-03-28
Compton,9,33.8958,-118.2201,2020-03-28
Carthay,9,34.0573,-118.3679,2020-03-28
Crestview,9,34.0458,-118.3816,2020-03-28
Downtown,9,34.0422,-118.2488,2020-03-28
San Pedro,9,33.7361,-118.2922,2020-03-28
Pasadena,9,34.1561,-118.1319,2020-03-28
Arcadia,8,34.1397,-118.0353,2020-03-28
Rancho Palos Verdes,8,33.7445,-118.3870,2020-03-28
Bel Air,8,34.0833,-118.4487,2020-03-28
Boyle Heights,8,34.0339,-118.2054,2020-03-28
Century City,8,34.0556,-118.4179,2020-03-28
Eagle Rock,8,34.1322,-118.2117,2020-03-28
Granada Hills,8,34.2794,-118.5022,2020-03-28
Mar Vista,8,34.0037,-118.4690,2020-03-28
Mid-city,8,34.0429,-118.3344,2020-03-28
Miracle Mile,8,34.0597,-118.3500,2020-03-28
Northridge,8,34.2379,-118.5302,2020-03-28
Sylmar,8,34.3058,-118.4572,2020-03-28
West Vernon,8,34.0039,-118.2301,2020-03-28
Winnetka,8,34.2059,-118.5754,2020-03-28
East Los Angeles,8,34.0316,-118.1724,2020-03-28
Culver City,7,34.0211,-118.3965,2020-03-28
La Canada Flintridge,7,34.2091,-118.2001,2020-03-28
Baldwin Hills,7,34.0047,-118.3415,2020-03-28
Glassell Park,7,34.1161,-118.2290,2020-03-28
West Adams,7,34.0342,-118.3623,2020-03-28
Wilmington,7,33.7800,-118.2617,2020-03-28
Athens-Westmont,7,33.9238,-118.3019,2020-03-28
Gardena,6,33.8938,-118.3080,2020-03-28
La Mirada,6,33.9190,-118.0105,2020-03-28
Palmdale,6,34.5794,-118.1093,2020-03-28
San Gabriel,6,34.0968,-118.1057,2020-03-28
Whittier,6,33.9679,-118.0189,2020-03-28
Florence-Firestone,6,33.9632,-118.2426,2020-03-28
Highland Park,6,34.1145,-118.1842,2020-03-28
Lake Balboa,6,34.1839,-118.4954,2020-03-28
Van Nuys,6,34.1899,-118.4514,2020-03-28
West Carson,6,33.8206,-118.2934,2020-03-28
Bell,5,33.9761,-118.1851,2020-03-28
Monterey Park,5,34.0625,-118.1228,2020-03-28
Paramount,5,33.8895,-118.1598,2020-03-28
Pico Rivera,5,33.9831,-118.0967,2020-03-28
West Covina,5,34.0686,-117.9390,2020-03-28
Century Palms/Cove,5,33.9461,-118.2732,2020-03-28
East Hollywood,5,34.0948,-118.2910,2020-03-28
Los Feliz,5,34.1124,-118.2851,2020-03-28
Mission Hills,5,34.2723,-118.4689,2020-03-28
Playa Vista,5,33.9728,-118.4276,2020-03-28
South Carthay,5,34.0561,-118.3734,2020-03-28
Sun Valley,5,34.2274,-118.3811,2020-03-28
Temple-Beaudry,5,34.0629,-118.2513,2020-03-28
University Park,5,34.0315,-118.2797,2020-03-28
West Hills,5,34.1973,-118.6440,2020-03-28
South Whittier,5,33.9608,-118.0417,2020-03-28
Glendora,4,34.1361,-117.8653,2020-03-28
Monrovia,4,34.1481,-117.9990,2020-03-28
Pomona,4,34.0551,-117.7500,2020-03-28
Arleta,4,34.2419,-118.4256,2020-03-28
Chatsworth,4,34.2506,-118.6148,2020-03-28
Exposition Park,4,34.0147,-118.2872,2020-03-28
Harbor Gateway,4,33.8501,-118.2991,2020-03-28
Panorama City,4,34.2247,-118.4498,2020-03-28
Pico-Union,4,34.0446,-118.2770,2020-03-28
South Park,4,34.0418,-118.2639,2020-03-28
Wilshire Center,4,34.0642,-118.2984,2020-03-28
Castaic,4,34.4889,-118.6229,2020-03-28
Covina,3,34.0900,-117.8903,2020-03-28
Lawndale,3,33.8881,-118.3535,2020-03-28
Montebello,3,34.0095,-118.1054,2020-03-28
South Pasadena,3,34.1165,-118.1468,2020-03-28
Canoga Park,3,34.2011,-118.5981,2020-03-28
Central,3,34.0833,-118.4487,2020-03-28
Pacoima,3,34.2625,-118.4270,2020-03-28
Porter Ranch,3,39.4346,-121.0205,2020-03-28
Valley Glen,3,34.1838,-118.4172,2020-03-28
Vermont Vista,3,33.9465,-118.2826,2020-03-28
Vernon Central,3,34.0043,-118.2570,2020-03-28
Diamond Bar,2,34.0286,-117.8103,2020-03-28
Huntington Park,2,33.9849,-118.2278,2020-03-28
La Puente,2,34.0200,-117.9495,2020-03-28
Maywood,2,33.9885,-118.1874,2020-03-28
San Dimas,2,34.1067,-117.8067,2020-03-28
Walnut,2,34.0203,-117.8653,2020-03-28
Harvard Park,2,33.9841,-118.3042,2020-03-28
Hyde Park,2,33.9819,-118.3309,2020-03-28
Little Bangladesh,2,34.0691,-118.2956,2020-03-28
North Hills,2,34.2362,-118.4851,2020-03-28
Tujunga,2,34.2633,-118.3027,2020-03-28
Westlake,2,34.1458,-118.8056,2020-03-28
Hacienda Heights,2,33.9931,-117.9687,2020-03-28
Azusa,1,34.1336,-117.9076,2020-03-28
Bell Gardens,1,33.9653,-118.1515,2020-03-28
Cerritos,1,33.8584,-118.0648,2020-03-28
Claremont,1,34.1261,-117.7158,2020-03-28
La Verne,1,34.1202,-117.7704,2020-03-28
Rosemead,1,34.0806,-118.0728,2020-03-28
Temple City,1,34.1072,-118.0579,2020-03-28
El Sereno,1,34.0875,-118.1715,2020-03-28
Harbor City,1,33.7900,-118.2978,2020-03-28
Lincoln Heights,1,34.0706,-118.2051,2020-03-28
Watts,1,33.9386,-118.2380,2020-03-28
Rowland Heights,1,33.9761,-117.9053,2020-03-28
Willowbrook,1,33.9170,-118.2551,2020-03-28
Agoura Hills,9,34.1364,-118.7745,2020-03-29
Alhambra,10,34.0953,-118.1270,2020-03-29
Arcadia,9,34.1397,-118.0353,2020-03-29
Azuza,2,34.1336,-117.9076,2020-03-29
Bell,6,33.9761,-118.1851,2020-03-29
Bell Gardens,1,33.9653,-118.1515,2020-03-29
Bellflower,14,33.8822,-118.1180,2020-03-29
Beverly Hills,24,34.0736,-118.4004,2020-03-29
Burbank,19,34.1808,-118.3090,2020-03-29
Calabasas,10,34.1383,-118.6608,2020-03-29
Carson,28,33.8374,-118.2559,2020-03-29
Cerritos,4,33.8584,-118.0648,2020-03-29
Claremont,1,34.1261,-117.7158,2020-03-29
Compton,11,33.8958,-118.2201,2020-03-29
Covina,6,34.0900,-117.8903,2020-03-29
Culver City,9,34.0211,-118.3965,2020-03-29
Diamond Bar,3,34.0286,-117.8103,2020-03-29
Downey,19,33.9451,-118.1281,2020-03-29
Gardena,6,33.8938,-118.3080,2020-03-29
Glendale,46,34.1425,-118.2551,2020-03-29
Glendora,6,34.1361,-117.8653,2020-03-29
Hawthorne,11,33.9194,-118.3540,2020-03-29
Hermosa Beach,6,33.8621,-118.4000,2020-03-29
Huntington Park,2,33.9849,-118.2278,2020-03-29
Inglewood,20,33.9610,-118.3554,2020-03-29
La Canada Flintridge,7,34.2091,-118.2001,2020-03-29
La Mirada,7,33.9190,-118.0105,2020-03-29
La Puente,3,34.0200,-117.9495,2020-03-29
La Verne,1,34.1202,-117.7704,2020-03-29
Lakewood,12,33.8536,-118.1340,2020-03-29
Lancaster,23,34.6868,-118.1542,2020-03-29
Lawndale,4,33.8881,-118.3535,2020-03-29
Lynwood,14,33.9293,-118.2139,2020-03-29
Manhattan Beach,27,33.8812,-118.4072,2020-03-29
Maywood,4,33.9885,-118.1874,2020-03-29
Monrovia,4,34.1481,-117.9990,2020-03-29
Montebello,4,34.0095,-118.1054,2020-03-29
Monterey Park,5,34.0625,-118.1228,2020-03-29
Norwalk,12,33.9022,-118.0817,2020-03-29
Palmdale,7,34.5794,-118.1093,2020-03-29
Palos Verdes Estates,14,33.7871,-118.3976,2020-03-29
Paramount,6,33.8895,-118.1598,2020-03-29
Pico Rivera,5,33.9831,-118.0967,2020-03-29
Pomona,4,34.0551,-117.7500,2020-03-29
Rancho Palos Verdes,8,33.7445,-118.3870,2020-03-29
Redondo Beach,29,33.8492,-118.3884,2020-03-29
Rosemead,2,34.0806,-118.0728,2020-03-29
San Dimas,3,34.1067,-117.8067,2020-03-29
San Gabriel,6,34.0968,-118.1057,2020-03-29
Santa Clarita,38,34.3917,-118.5426,2020-03-29
Santa Monica,41,34.0242,-118.4965,2020-03-29
South Gate,12,33.9560,-118.2113,2020-03-29
South Pasadena,5,34.1165,-118.1468,2020-03-29
Temple City,2,34.1072,-118.0579,2020-03-29
Torrance,34,33.8408,-118.3454,2020-03-29
Walnut,3,34.0203,-117.8653,2020-03-29
West Covina,6,34.0686,-117.9390,2020-03-29
West Hollywood,52,34.0907,-118.3860,2020-03-29
Whittier,8,33.9679,-118.0189,2020-03-29
Arleta,5,34.2419,-118.4256,2020-03-29
Baldwin Hills,9,34.0047,-118.3415,2020-03-29
Bel Air,9,34.0833,-118.4487,2020-03-29
Beverly Crest,18,34.1024,-118.4163,2020-03-29
Beverlywood,11,34.0409,-118.3919,2020-03-29
Boyle Heights,10,34.0339,-118.2054,2020-03-29
Brentwood,33,34.0519,-118.4731,2020-03-29
Canoga Park,3,34.2011,-118.5981,2020-03-29
Carthay,13,34.0573,-118.3679,2020-03-29
Central,4,34.0833,-118.4487,2020-03-29
Century City,8,34.0556,-118.4179,2020-03-29
Century Palms/Cove,8,33.9461,-118.2732,2020-03-29
Chatsworth,8,34.2506,-118.6148,2020-03-29
Crestview,11,34.0458,-118.3816,2020-03-29
Del Rey,12,33.9878,-118.4229,2020-03-29
Downtown,10,34.0422,-118.2488,2020-03-29
Eagle Rock,8,34.1322,-118.2117,2020-03-29
East Hollywood,6,34.0948,-118.2910,2020-03-29
El Sereno,3,34.0875,-118.1715,2020-03-29
Encino,27,34.1517,-118.5214,2020-03-29
Exposition Park,4,34.0147,-118.2872,2020-03-29
Florence-Firestone,6,33.9632,-118.2426,2020-03-29
Glassell Park,7,34.1161,-118.2290,2020-03-29
Granada Hills,8,34.2794,-118.5022,2020-03-29
Hancock Park,18,34.0745,-118.3304,2020-03-29
Harbor City,2,33.7900,-118.2978,2020-03-29
Harbor Gateway,4,33.8501,-118.2991,2020-03-29
Harvard Park,2,33.9841,-118.3042,2020-03-29
Highland Park,8,34.1145,-118.1842,2020-03-29
Hollywood,44,34.1016,-118.3337,2020-03-29
Hollywood Hills,24,34.1341,-118.3215,2020-03-29
Hyde Park,4,33.9819,-118.3309,2020-03-29
Koreatown,10,34.0578,-118.3009,2020-03-29
Lake Balboa,8,34.1839,-118.4954,2020-03-29
Lincoln Heights,2,34.0706,-118.2051,2020-03-29
Little Bangladesh,4,34.0691,-118.2956,2020-03-29
Los Feliz,8,34.1124,-118.2851,2020-03-29
Mar Vista,9,34.0037,-118.4690,2020-03-29
Melrose,71,34.0837,-118.3366,2020-03-29
Mid-city,9,34.0429,-118.3344,2020-03-29
Miracle Mile,9,34.0597,-118.3500,2020-03-29
Mission Hills,5,34.2723,-118.4689,2020-03-29
North Hills,6,34.2362,-118.4851,2020-03-29
North Hollywood,30,34.1870,-118.3813,2020-03-29
Northridge,8,34.2379,-118.5302,2020-03-29
Pacific Palisades,15,34.0481,-118.5265,2020-03-29
Pacoima,3,34.2625,-118.4270,2020-03-29
Palms,20,34.0237,-118.4151,2020-03-29
Panorama City,6,34.2247,-118.4498,2020-03-29
Pico-Union,4,34.0446,-118.2770,2020-03-29
Playa Vista,5,33.9728,-118.4276,2020-03-29
Porter Ranch,6,39.4346,-121.0205,2020-03-29
Reseda,13,34.2011,-118.5360,2020-03-29
San Pedro,10,33.7361,-118.2922,2020-03-29
Sherman Oaks,27,34.1500,-118.4489,2020-03-29
Silverlake,16,34.0869,-118.2702,2020-03-29
South Carthay,6,34.0561,-118.3734,2020-03-29
South Park,4,34.0418,-118.2639,2020-03-29
Studio City,14,34.1413,-118.3878,2020-03-29
Sun Valley,6,34.2274,-118.3811,2020-03-29
Sylmar,15,34.3058,-118.4572,2020-03-29
Tarzana,23,34.1509,-118.5517,2020-03-29
Temple-Beaudry,5,34.0629,-118.2513,2020-03-29
Tujunga,3,34.2633,-118.3027,2020-03-29
University Park,5,34.0315,-118.2797,2020-03-29
Valley Glen,4,34.1838,-118.4172,2020-03-29
Valley Village,18,34.1633,-118.3842,2020-03-29
Van Nuys,7,34.1899,-118.4514,2020-03-29
Venice,17,33.9764,-118.4667,2020-03-29
Vermont Vista,5,33.9465,-118.2826,2020-03-29
Vernon Central,3,34.0043,-118.2570,2020-03-29
Watts,2,33.9386,-118.2380,2020-03-29
West Adams,7,34.0342,-118.3623,2020-03-29
West Hills,6,34.1973,-118.6440,2020-03-29
West Los Angeles,18,34.0399,-118.4422,2020-03-29
West Vernon,8,34.0039,-118.2301,2020-03-29
Westchester,17,33.9597,-118.4006,2020-03-29
Westlake,5,34.1458,-118.8056,2020-03-29
Westwood,22,34.0561,-118.4297,2020-03-29
Wholesale District,12,34.0300,-118.2452,2020-03-29
Wilmington,10,33.7800,-118.2617,2020-03-29
Wilshire Center,5,34.0642,-118.2984,2020-03-29
Winnetka,9,34.2059,-118.5754,2020-03-29
Woodland Hills,19,34.1659,-118.6104,2020-03-29
Altadena,10,34.1902,-118.1313,2020-03-29
Athens-Westmont,7,33.9238,-118.3019,2020-03-29
Castaic,4,34.4889,-118.6229,2020-03-29
East Los Angeles,9,34.0316,-118.1724,2020-03-29
Hacienda Heights,2,33.9931,-117.9687,2020-03-29
Lennox,5,33.9397,-118.3529,2020-03-29
Rowland Heights,3,33.9761,-117.9053,2020-03-29
South Whittier,5,33.9608,-118.0417,2020-03-29
West Carson,7,33.8206,-118.2934,2020-03-29
Willowbrook,1,33.9170,-118.2551,2020-03-29
Long Beach,88,33.7701,-118.1937,2020-03-29
Pasadena,10,34.1561,-118.1319,2020-03-29
Agoura Hills,9,34.1364,-118.7745,2020-03-30
Alhambra,11,34.0953,-118.1270,2020-03-30
Arcadia,9,34.1397,-118.0353,2020-03-30
Azuza,3,34.1336,-117.9076,2020-03-30
Bell,11,33.9761,-118.1851,2020-03-30
Bell Gardens,2,33.9653,-118.1515,2020-03-30
Bellflower,17,33.8822,-118.1180,2020-03-30
Beverly Hills,28,34.0736,-118.4004,2020-03-30
Burbank,21,34.1808,-118.3090,2020-03-30
Calabasas,11,34.1383,-118.6608,2020-03-30
Carson,35,33.8374,-118.2559,2020-03-30
Cerritos,5,33.8584,-118.0648,2020-03-30
Claremont,1,34.1261,-117.7158,2020-03-30
Compton,13,33.8958,-118.2201,2020-03-30
Covina,8,34.0900,-117.8903,2020-03-30
Culver City,14,34.0211,-118.3965,2020-03-30
Diamond Bar,3,34.0286,-117.8103,2020-03-30
Downey,25,33.9451,-118.1281,2020-03-30
El Monte,1,34.0733,-118.0275,2020-03-30
Gardena,7,33.8938,-118.3080,2020-03-30
Glendale,62,34.1425,-118.2551,2020-03-30
Glendora,6,34.1361,-117.8653,2020-03-30
Hawthorne,13,33.9194,-118.3540,2020-03-30
Hermosa Beach,7,33.8621,-118.4000,2020-03-30
Huntington Park,4,33.9849,-118.2278,2020-03-30
Inglewood,26,33.9610,-118.3554,2020-03-30
La Canada Flintridge,8,34.2091,-118.2001,2020-03-30
La Mirada,7,33.9190,-118.0105,2020-03-30
La Puente,3,34.0200,-117.9495,2020-03-30
La Verne,2,34.1202,-117.7704,2020-03-30
Lakewood,13,33.8536,-118.1340,2020-03-30
Lancaster,27,34.6868,-118.1542,2020-03-30
Lawndale,4,33.8881,-118.3535,2020-03-30
Lynwood,16,33.9293,-118.2139,2020-03-30
Manhattan Beach,31,33.8812,-118.4072,2020-03-30
Maywood,5,33.9885,-118.1874,2020-03-30
Monrovia,4,34.1481,-117.9990,2020-03-30
Montebello,4,34.0095,-118.1054,2020-03-30
Monterey Park,5,34.0625,-118.1228,2020-03-30
Norwalk,15,33.9022,-118.0817,2020-03-30
Palmdale,9,34.5794,-118.1093,2020-03-30
Palos Verdes Estates,14,33.7871,-118.3976,2020-03-30
Paramount,7,33.8895,-118.1598,2020-03-30
Pico Rivera,6,33.9831,-118.0967,2020-03-30
Pomona,5,34.0551,-117.7500,2020-03-30
Rancho Palos Verdes,10,33.7445,-118.3870,2020-03-30
Redondo Beach,34,33.8492,-118.3884,2020-03-30
Rosemead,2,34.0806,-118.0728,2020-03-30
San Dimas,3,34.1067,-117.8067,2020-03-30
San Gabriel,6,34.0968,-118.1057,2020-03-30
Santa Clarita,41,34.3917,-118.5426,2020-03-30
Santa Monica,47,34.0242,-118.4965,2020-03-30
South Gate,14,33.9560,-118.2113,2020-03-30
South Pasadena,5,34.1165,-118.1468,2020-03-30
Temple City,1,34.1072,-118.0579,2020-03-30
Torrance,43,33.8408,-118.3454,2020-03-30
Walnut,3,34.0203,-117.8653,2020-03-30
West Covina,7,34.0686,-117.9390,2020-03-30
West Hollywood,53,34.0907,-118.3860,2020-03-30
Whittier,8,33.9679,-118.0189,2020-03-30
Arleta,5,34.2419,-118.4256,2020-03-30
Baldwin Hills,9,34.0047,-118.3415,2020-03-30
Bel Air,9,34.0833,-118.4487,2020-03-30
Beverly Crest,19,34.1024,-118.4163,2020-03-30
Beverlywood,11,34.0409,-118.3919,2020-03-30
Boyle Heights,11,34.0339,-118.2054,2020-03-30
Brentwood,34,34.0519,-118.4731,2020-03-30
Canoga Park,4,34.2011,-118.5981,2020-03-30
Carthay,15,34.0573,-118.3679,2020-03-30
Central,6,34.0833,-118.4487,2020-03-30
Century City,9,34.0556,-118.4179,2020-03-30
Century Palms/Cove,8,33.9461,-118.2732,2020-03-30
Chatsworth,10,34.2506,-118.6148,2020-03-30
Cheviot Hills,5,34.0458,-118.4079,2020-03-30
Crestview,13,34.0458,-118.3816,2020-03-30
Del Rey,14,33.9878,-118.4229,2020-03-30
Downtown,11,34.0422,-118.2488,2020-03-30
Eagle Rock,8,34.1322,-118.2117,2020-03-30
East Hollywood,10,34.0948,-118.2910,2020-03-30
Echo Park,5,34.0782,-118.2606,2020-03-30
El Sereno,3,34.0875,-118.1715,2020-03-30
Encino,29,34.1517,-118.5214,2020-03-30
Exposition Park,4,34.0147,-118.2872,2020-03-30
Florence-Firestone,7,33.9632,-118.2426,2020-03-30
Glassell Park,8,34.1161,-118.2290,2020-03-30
Granada Hills,9,34.2794,-118.5022,2020-03-30
Hancock Park,26,34.0745,-118.3304,2020-03-30
Harbor City,4,33.7900,-118.2978,2020-03-30
Harbor Gateway,6,33.8501,-118.2991,2020-03-30
Harvard Park,3,33.9841,-118.3042,2020-03-30
Highland Park,9,34.1145,-118.1842,2020-03-30
Hollywood,49,34.1016,-118.3337,2020-03-30
Hollywood Hills,26,34.1341,-118.3215,2020-03-30
Hyde Park,6,33.9819,-118.3309,2020-03-30
Koreatown,13,34.0578,-118.3009,2020-03-30
Lake Balboa,11,34.1839,-118.4954,2020-03-30
Lincoln Heights,2,34.0706,-118.2051,2020-03-30
Little Bangladesh,5,34.0691,-118.2956,2020-03-30
Los Feliz,11,34.1124,-118.2851,2020-03-30
Mar Vista,13,34.0037,-118.4690,2020-03-30
Melrose,82,34.0837,-118.3366,2020-03-30
Mid-city,10,34.0429,-118.3344,2020-03-30
Miracle Mile,10,34.0597,-118.3500,2020-03-30
Mission Hills,6,34.2723,-118.4689,2020-03-30
North Hills,7,34.2362,-118.4851,2020-03-30
North Hollywood,34,34.1870,-118.3813,2020-03-30
Northridge,8,34.2379,-118.5302,2020-03-30
Pacific Palisades,18,34.0481,-118.5265,2020-03-30
Pacoima,4,34.2625,-118.4270,2020-03-30
Palms,21,34.0237,-118.4151,2020-03-30
Panorama City,7,34.2247,-118.4498,2020-03-30
Pico-Union,5,34.0446,-118.2770,2020-03-30
Playa Vista,5,33.9728,-118.4276,2020-03-30
Porter Ranch,6,39.4346,-121.0205,2020-03-30
Reseda,20,34.2011,-118.5360,2020-03-30
San Pedro,11,33.7361,-118.2922,2020-03-30
Sherman Oaks,32,34.1500,-118.4489,2020-03-30
Silverlake,18,34.0869,-118.2702,2020-03-30
South Carthay,8,34.0561,-118.3734,2020-03-30
South Park,4,34.0418,-118.2639,2020-03-30
Studio City,15,34.1413,-118.3878,2020-03-30
Sun Valley,6,34.2274,-118.3811,2020-03-30
Sylmar,18,34.3058,-118.4572,2020-03-30
Tarzana,24,34.1509,-118.5517,2020-03-30
Temple-Beaudry,8,34.0629,-118.2513,2020-03-30
Tujunga,4,34.2633,-118.3027,2020-03-30
University Park,6,34.0315,-118.2797,2020-03-30
Valley Glen,4,34.1838,-118.4172,2020-03-30
Valley Village,19,34.1633,-118.3842,2020-03-30
Van Nuys,10,34.1899,-118.4514,2020-03-30
Venice,18,33.9764,-118.4667,2020-03-30
Vermont Vista,5,33.9465,-118.2826,2020-03-30
Vernon Central,4,34.0043,-118.2570,2020-03-30
Watts,2,33.9386,-118.2380,2020-03-30
West Adams,9,34.0342,-118.3623,2020-03-30
West Hills,7,34.1973,-118.6440,2020-03-30
West Los Angeles,19,34.0399,-118.4422,2020-03-30
West Vernon,9,34.0039,-118.2301,2020-03-30
Westchester,17,33.9597,-118.4006,2020-03-30
Westlake,7,34.1458,-118.8056,2020-03-30
Westwood,26,34.0561,-118.4297,2020-03-30
Wholesale District,10,34.0300,-118.2452,2020-03-30
Wilmington,10,33.7800,-118.2617,2020-03-30
Wilshire Center,8,34.0642,-118.2984,2020-03-30
Winnetka,9,34.2059,-118.5754,2020-03-30
Woodland Hills,22,34.1659,-118.6104,2020-03-30
Altadena,10,34.1902,-118.1313,2020-03-30
Athens-Westmont,7,33.9238,-118.3019,2020-03-30
Castaic,3,34.4889,-118.6229,2020-03-30
East Los Angeles,11,34.0316,-118.1724,2020-03-30
Hacienda Heights,2,33.9931,-117.9687,2020-03-30
Lennox,7,33.9397,-118.3529,2020-03-30
Rowland Heights,3,33.9761,-117.9053,2020-03-30
South Whittier,5,33.9608,-118.0417,2020-03-30
West Carson,8,33.8206,-118.2934,2020-03-30
Willowbrook,2,33.9170,-118.2551,2020-03-30
- Under Investigation,222,#N/A,#N/A,2020-03-30
