,ds,region,current_cases,new_cases,cases_7_day_avg,population_2010,cases_per_100k_7_day_avg
83,2020-04-03,Antelope Valley,65.0,12.0,6.14,295943.0,2.074723848849272
84,2020-04-04,Antelope Valley,74.0,9.0,7.0,295943.0,2.3653203488509615
85,2020-04-05,Antelope Valley,88.0,14.0,8.29,295943.0,2.801215098853495
86,2020-04-06,Antelope Valley,107.0,19.0,10.14,295943.0,3.426335476764107
87,2020-04-07,Antelope Valley,117.0,10.0,10.29,295943.0,3.477020912810913
88,2020-04-08,Antelope Valley,138.0,21.0,12.57,295943.0,4.247439540722369
89,2020-04-09,Antelope Valley,156.0,18.0,14.71,295943.0,4.9705517616568065
90,2020-04-10,Antelope Valley,172.0,16.0,15.29,295943.0,5.166535447704456
91,2020-04-11,Antelope Valley,182.0,10.0,15.43,295943.0,5.213841854681476
92,2020-04-12,Antelope Valley,196.0,14.0,15.43,295943.0,5.213841854681476
93,2020-04-13,Antelope Valley,197.0,1.0,12.86,295943.0,4.345431383746194
94,2020-04-14,Antelope Valley,211.0,14.0,13.43,295943.0,4.538036040724059
95,2020-04-15,Antelope Valley,229.0,18.0,13.0,295943.0,4.392737790723214
96,2020-04-16,Antelope Valley,238.0,9.0,11.71,295943.0,3.95684304072068
97,2020-04-17,Antelope Valley,260.0,22.0,12.57,295943.0,4.247439540722369
98,2020-04-18,Antelope Valley,289.0,29.0,15.29,295943.0,5.166535447704456
99,2020-04-19,Antelope Valley,297.0,8.0,14.43,295943.0,4.8759389477027675
100,2020-04-20,Antelope Valley,356.0,59.0,22.71,295943.0,7.673775017486476
101,2020-04-21,Antelope Valley,469.0,113.0,36.86,295943.0,12.455101151235205
102,2020-04-22,Antelope Valley,536.0,67.0,43.86,295943.0,14.820421500086166
103,2020-04-23,Antelope Valley,586.0,50.0,49.71,295943.0,16.797153505911613
104,2020-04-24,Antelope Valley,621.0,35.0,51.57,295943.0,17.425652912892012
105,2020-04-25,Antelope Valley,648.0,27.0,51.29,295943.0,17.331040098937972
106,2020-04-26,Antelope Valley,663.0,15.0,52.29,295943.0,17.66894300591668
107,2020-04-27,Antelope Valley,709.0,46.0,50.43,295943.0,17.04044359893628
108,2020-04-28,Antelope Valley,717.0,8.0,35.43,295943.0,11.97189999425565
109,2020-04-29,Antelope Valley,747.0,30.0,30.14,295943.0,10.184393616338282
110,2020-04-30,Antelope Valley,766.0,19.0,25.71,295943.0,8.687483738422603
111,2020-05-01,Antelope Valley,799.0,33.0,25.43,295943.0,8.592870924468563
112,2020-05-03,Antelope Valley,841.0,42.0,27.57,295943.0,9.315983145403
113,2020-05-04,Antelope Valley,851.0,10.0,26.86,295943.0,9.076072081448118
114,2020-05-05,Antelope Valley,893.0,42.0,26.29,295943.0,8.883467424470252
115,2020-05-06,Antelope Valley,922.0,29.0,29.29,295943.0,9.89717614540638
116,2020-05-07,Antelope Valley,945.0,23.0,28.29,295943.0,9.55927323842767
117,2020-05-08,Antelope Valley,958.0,13.0,27.43,295943.0,9.268676738425981
118,2020-05-09,Antelope Valley,979.0,21.0,25.71,295943.0,8.687483738422603
119,2020-05-10,Antelope Valley,985.0,6.0,20.57,295943.0,6.95066279655204
120,2020-05-11,Antelope Valley,1000.0,15.0,21.29,295943.0,7.1939528895767095
121,2020-05-12,Antelope Valley,1009.0,9.0,16.57,295943.0,5.599051168637204
122,2020-05-13,Antelope Valley,1043.0,34.0,17.29,295943.0,5.842341261661875
123,2020-05-14,Antelope Valley,1064.0,21.0,17.0,295943.0,5.744349418638049
124,2020-05-15,Antelope Valley,1078.0,14.0,17.14,295943.0,5.791655825615068
125,2020-05-16,Antelope Valley,1105.0,27.0,18.0,295943.0,6.082252325616758
126,2020-05-17,Antelope Valley,1122.0,17.0,19.57,295943.0,6.61275988957333
127,2020-05-18,Antelope Valley,1143.0,21.0,20.43,295943.0,6.90335638957502
128,2020-05-19,Antelope Valley,1161.0,18.0,21.71,295943.0,7.3358721105077676
129,2020-05-20,Antelope Valley,1173.0,12.0,18.57,295943.0,6.274856982594621
130,2020-05-21,Antelope Valley,1195.0,22.0,18.71,295943.0,6.322163389571641
131,2020-05-22,Antelope Valley,1206.0,11.0,18.29,295943.0,6.180244168640583
132,2020-05-23,Antelope Valley,1242.0,36.0,19.57,295943.0,6.61275988957333
133,2020-05-24,Antelope Valley,1263.0,21.0,20.14,295943.0,6.8053645465511945
134,2020-05-25,Antelope Valley,1287.0,24.0,20.57,295943.0,6.95066279655204
135,2020-05-26,Antelope Valley,1319.0,32.0,22.57,295943.0,7.626468610509457
136,2020-03-18,Central L.A.,31.0,0.0,,836638.0,
137,2020-03-19,Central L.A.,38.0,7.0,,836638.0,
138,2020-03-20,Central L.A.,46.0,8.0,,836638.0,
139,2020-03-21,Central L.A.,61.0,15.0,,836638.0,
140,2020-03-22,Central L.A.,76.0,15.0,,836638.0,
141,2020-03-23,Central L.A.,98.0,22.0,,836638.0,
142,2020-03-24,Central L.A.,133.0,35.0,14.57,836638.0,1.741493931664591
143,2020-03-25,Central L.A.,159.0,26.0,18.29,836638.0,2.186130680174699
144,2020-03-26,Central L.A.,218.0,59.0,25.71,836638.0,3.0730136570416358
145,2020-03-27,Central L.A.,250.0,32.0,29.14,836638.0,3.482987863329182
146,2020-03-28,Central L.A.,294.0,44.0,33.29,836638.0,3.9790207951348133
147,2020-03-29,Central L.A.,337.0,43.0,37.29,836638.0,4.457124825790844
148,2020-03-30,Central L.A.,396.0,59.0,42.57,836638.0,5.088222146256804
149,2020-03-31,Central L.A.,464.0,68.0,47.29,836638.0,5.65238490243092
150,2020-04-01,Central L.A.,544.0,80.0,55.0,836638.0,6.573930421520419
151,2020-04-02,Central L.A.,599.0,55.0,54.43,836638.0,6.505800597151935
152,2020-04-03,Central L.A.,692.0,93.0,63.14,836638.0,7.546872123905441
153,2020-04-04,Central L.A.,772.0,80.0,68.29,836638.0,8.162431063375081
154,2020-04-05,Central L.A.,865.0,93.0,75.43,836638.0,9.015846758096096
155,2020-04-06,Central L.A.,919.0,54.0,74.71,836638.0,8.929788032578008
156,2020-04-07,Central L.A.,993.0,74.0,75.57,836638.0,9.032580399169055
157,2020-04-08,Central L.A.,1067.0,74.0,74.71,836638.0,8.929788032578008
158,2020-04-09,Central L.A.,1145.0,78.0,78.0,836638.0,9.323028597792595
159,2020-04-10,Central L.A.,1207.0,62.0,73.57,836638.0,8.79352838384104
160,2020-04-11,Central L.A.,1267.0,60.0,70.71,836638.0,8.451684001921977
161,2020-04-12,Central L.A.,1292.0,25.0,61.0,836638.0,7.291086467504464
162,2020-04-13,Central L.A.,1321.0,29.0,57.43,836638.0,6.864378620143958
163,2020-04-14,Central L.A.,1393.0,72.0,57.14,836638.0,6.829716077921395
164,2020-04-15,Central L.A.,1450.0,57.0,54.71,836638.0,6.539267879297857
165,2020-04-16,Central L.A.,1496.0,46.0,50.14,836638.0,5.993034024273342
166,2020-04-17,Central L.A.,1556.0,60.0,49.86,836638.0,5.95956674212742
167,2020-04-18,Central L.A.,1657.0,101.0,55.71,836638.0,6.658793886961864
168,2020-04-19,Central L.A.,1693.0,36.0,57.29,836638.0,6.847644979070997
169,2020-04-20,Central L.A.,1865.0,172.0,77.71,836638.0,9.288366055570032
170,2020-04-21,Central L.A.,2048.0,183.0,93.57,836638.0,11.184048537121193
171,2020-04-22,Central L.A.,2198.0,150.0,106.86,836638.0,12.772549178975854
172,2020-04-23,Central L.A.,2299.0,101.0,114.71,836638.0,13.710828339138313
173,2020-04-24,Central L.A.,2391.0,92.0,119.29,836638.0,14.25825745423947
174,2020-04-25,Central L.A.,2443.0,52.0,112.29,836638.0,13.421575400591417
175,2020-04-26,Central L.A.,2494.0,51.0,114.43,836638.0,13.677361056992392
176,2020-04-27,Central L.A.,2573.0,79.0,101.14,836638.0,12.08886041513773
177,2020-04-28,Central L.A.,2646.0,73.0,85.43,836638.0,10.21110683473617
178,2020-04-29,Central L.A.,2772.0,126.0,82.0,836638.0,9.801132628448626
179,2020-04-30,Central L.A.,2874.0,102.0,82.14,836638.0,9.817866269521586
180,2020-05-01,Central L.A.,3007.0,133.0,88.0,836638.0,10.51828867443267
181,2020-05-03,Central L.A.,3147.0,140.0,100.57,836638.0,12.020730590769245
182,2020-05-04,Central L.A.,3195.0,48.0,100.14,836638.0,11.969334407473722
183,2020-05-05,Central L.A.,3375.0,180.0,114.57,836638.0,13.694094698065353
184,2020-05-06,Central L.A.,3488.0,113.0,120.29,836638.0,14.377783461903476
185,2020-05-07,Central L.A.,3580.0,92.0,115.43,836638.0,13.796887064656401
186,2020-05-08,Central L.A.,3694.0,114.0,117.14,836638.0,14.001276537761852
187,2020-05-09,Central L.A.,3778.0,84.0,110.14,836638.0,13.164594484113799
188,2020-05-10,Central L.A.,3836.0,58.0,98.43,836638.0,11.764944934368271
189,2020-05-11,Central L.A.,3883.0,47.0,98.29,836638.0,11.74821129329531
190,2020-05-12,Central L.A.,4031.0,148.0,93.71,836638.0,11.200782178194153
191,2020-05-13,Central L.A.,4166.0,135.0,96.86,836638.0,11.577289102335778
192,2020-05-14,Central L.A.,4261.0,95.0,97.29,836638.0,11.628685285631303
193,2020-05-15,Central L.A.,4336.0,75.0,91.71,836638.0,10.961730162866138
194,2020-05-16,Central L.A.,4497.0,161.0,102.71,836638.0,12.276516247170221
195,2020-05-17,Central L.A.,4555.0,58.0,102.71,836638.0,12.276516247170221
196,2020-05-18,Central L.A.,4598.0,43.0,102.14,836638.0,12.208386422801738
197,2020-05-19,Central L.A.,4725.0,127.0,99.14,836638.0,11.849808399809715
198,2020-05-20,Central L.A.,4879.0,154.0,101.86,836638.0,12.174919140655817
199,2020-05-21,Central L.A.,5003.0,124.0,106.0,836638.0,12.669756812384808
200,2020-05-22,Central L.A.,5107.0,104.0,110.14,836638.0,13.164594484113799
201,2020-05-23,Central L.A.,5205.0,98.0,101.14,836638.0,12.08886041513773
202,2020-05-24,Central L.A.,5287.0,82.0,104.57,836638.0,12.498834621425276
203,2020-05-25,Central L.A.,5424.0,137.0,118.0,836638.0,14.104068904352898
204,2020-05-26,Central L.A.,5601.0,177.0,125.14,836638.0,14.957484599073913
205,2020-03-18,Eastside,5.0,0.0,,286222.0,
206,2020-03-19,Eastside,6.0,1.0,,286222.0,
207,2020-03-20,Eastside,6.0,0.0,,286222.0,
208,2020-03-21,Eastside,6.0,0.0,,286222.0,
209,2020-03-22,Eastside,7.0,1.0,,286222.0,
210,2020-03-23,Eastside,8.0,1.0,,286222.0,
211,2020-03-24,Eastside,9.0,1.0,0.57,286222.0,0.19914611734946996
212,2020-03-25,Eastside,8.0,-1.0,0.43,286222.0,0.1502330358952142
213,2020-03-26,Eastside,12.0,4.0,0.86,286222.0,0.3004660717904284
214,2020-03-27,Eastside,15.0,3.0,1.29,286222.0,0.4506991076856426
215,2020-03-28,Eastside,18.0,3.0,1.71,286222.0,0.5974383520484099
216,2020-03-29,Eastside,24.0,6.0,2.43,286222.0,0.8489913423845826
217,2020-03-30,Eastside,27.0,3.0,2.71,286222.0,0.946817505293094
218,2020-03-31,Eastside,32.0,5.0,3.29,286222.0,1.149457414175011
219,2020-04-01,Eastside,40.0,8.0,4.57,286222.0,1.5966627303282068
220,2020-04-02,Eastside,58.0,18.0,6.57,286222.0,2.295421036817575
221,2020-04-03,Eastside,74.0,16.0,8.43,286222.0,2.9452662618526873
222,2020-04-04,Eastside,103.0,29.0,12.14,286222.0,4.241462920390466
223,2020-04-05,Eastside,110.0,7.0,12.29,286222.0,4.293869793377168
224,2020-04-06,Eastside,123.0,13.0,13.71,286222.0,4.78998819098462
225,2020-04-07,Eastside,133.0,10.0,14.43,286222.0,5.041541181320793
226,2020-04-08,Eastside,149.0,16.0,15.57,286222.0,5.439833416019733
227,2020-04-09,Eastside,161.0,12.0,14.71,286222.0,5.139367344229305
228,2020-04-10,Eastside,178.0,17.0,14.86,286222.0,5.191774217216007
229,2020-04-11,Eastside,192.0,14.0,12.71,286222.0,4.440609037739936
230,2020-04-12,Eastside,201.0,9.0,13.0,286222.0,4.541928992180894
231,2020-04-13,Eastside,208.0,7.0,12.14,286222.0,4.241462920390466
232,2020-04-14,Eastside,225.0,17.0,13.14,286222.0,4.59084207363515
233,2020-04-15,Eastside,236.0,11.0,12.43,286222.0,4.342782874831424
234,2020-04-16,Eastside,250.0,14.0,12.71,286222.0,4.440609037739936
235,2020-04-17,Eastside,256.0,6.0,11.14,286222.0,3.892083767145782
236,2020-04-18,Eastside,273.0,17.0,11.57,286222.0,4.042316803040996
237,2020-04-19,Eastside,283.0,10.0,11.71,286222.0,4.091229884495252
238,2020-04-20,Eastside,349.0,66.0,20.14,286222.0,7.03649614634794
239,2020-04-21,Eastside,418.0,69.0,27.57,286222.0,9.632383254955943
240,2020-04-22,Eastside,470.0,52.0,33.43,286222.0,11.679745092969792
241,2020-04-23,Eastside,525.0,55.0,39.29,286222.0,13.727106930983641
242,2020-04-24,Eastside,571.0,46.0,45.0,286222.0,15.722061896010787
243,2020-04-25,Eastside,591.0,20.0,45.43,286222.0,15.872294931906001
244,2020-04-26,Eastside,596.0,5.0,44.71,286222.0,15.620741941569829
245,2020-04-27,Eastside,651.0,55.0,43.14,286222.0,15.072216670975676
246,2020-04-28,Eastside,671.0,20.0,36.14,286222.0,12.626562598262886
247,2020-04-29,Eastside,709.0,38.0,34.14,286222.0,11.927804291773517
248,2020-04-30,Eastside,733.0,24.0,29.71,286222.0,10.380054642899568
249,2020-05-01,Eastside,772.0,39.0,28.71,286222.0,10.030675489654882
250,2020-05-03,Eastside,845.0,73.0,36.29,286222.0,12.678969471249589
251,2020-05-04,Eastside,856.0,11.0,37.14,286222.0,12.97594175150757
252,2020-05-05,Eastside,916.0,60.0,37.86,286222.0,13.227494741843742
253,2020-05-06,Eastside,941.0,25.0,38.57,286222.0,13.475553940647469
254,2020-05-07,Eastside,970.0,29.0,37.29,286222.0,13.028348624494273
255,2020-05-08,Eastside,1005.0,35.0,38.86,286222.0,13.576873895088427
256,2020-05-09,Eastside,1048.0,43.0,39.43,286222.0,13.776020012437897
257,2020-05-10,Eastside,1063.0,15.0,31.14,286222.0,10.879666832039465
258,2020-05-11,Eastside,1084.0,21.0,32.57,286222.0,11.379279021179364
259,2020-05-12,Eastside,1112.0,28.0,28.0,286222.0,9.782616290851157
260,2020-05-13,Eastside,1154.0,42.0,30.43,286222.0,10.63160763323574
261,2020-05-14,Eastside,1183.0,29.0,30.43,286222.0,10.63160763323574
262,2020-05-15,Eastside,1210.0,27.0,29.29,286222.0,10.2333153985368
263,2020-05-16,Eastside,1253.0,43.0,29.29,286222.0,10.2333153985368
264,2020-05-17,Eastside,1274.0,21.0,30.14,286222.0,10.530287678794782
265,2020-05-18,Eastside,1285.0,11.0,28.71,286222.0,10.030675489654882
266,2020-05-19,Eastside,1364.0,79.0,36.0,286222.0,12.57764951680863
267,2020-05-20,Eastside,1450.0,86.0,42.29,286222.0,14.775244390717694
268,2020-05-21,Eastside,1488.0,38.0,43.57,286222.0,15.22244970687089
269,2020-05-22,Eastside,1522.0,34.0,44.57,286222.0,15.571828860115573
270,2020-05-23,Eastside,1585.0,63.0,47.43,286222.0,16.57105323839537
271,2020-05-24,Eastside,1632.0,47.0,51.14,286222.0,17.86724989693315
272,2020-05-25,Eastside,1683.0,51.0,56.86,286222.0,19.865698653492743
273,2020-05-26,Eastside,1831.0,148.0,66.71,286222.0,23.30708331295288
274,2020-03-18,Harbor,2.0,0.0,,877567.0,
275,2020-03-19,Harbor,14.0,12.0,,877567.0,
276,2020-03-20,Harbor,17.0,3.0,,877567.0,
277,2020-03-21,Harbor,18.0,1.0,,877567.0,
278,2020-03-22,Harbor,22.0,4.0,,877567.0,
279,2020-03-23,Harbor,29.0,7.0,,877567.0,
280,2020-03-24,Harbor,39.0,10.0,5.29,877567.0,0.6028029768667236
281,2020-03-25,Harbor,51.0,12.0,7.0,877567.0,0.7976598937744924
282,2020-03-26,Harbor,83.0,32.0,9.86,877567.0,1.1235609360880707
283,2020-03-27,Harbor,101.0,18.0,12.0,877567.0,1.3674169607562727
284,2020-03-28,Harbor,139.0,38.0,17.29,877567.0,1.9702199376229963
285,2020-03-29,Harbor,161.0,22.0,19.86,877567.0,2.2630750700516313
286,2020-03-30,Harbor,186.0,25.0,22.43,877567.0,2.5559302024802664
287,2020-03-31,Harbor,219.0,33.0,25.71,877567.0,2.9296908384203144
288,2020-04-01,Harbor,249.0,30.0,28.29,877567.0,3.223685484982913
289,2020-04-02,Harbor,277.0,28.0,27.71,877567.0,3.1575936652130268
290,2020-04-03,Harbor,324.0,47.0,31.86,877567.0,3.630492030807904
291,2020-04-04,Harbor,363.0,39.0,32.0,877567.0,3.646445228683394
292,2020-04-05,Harbor,412.0,49.0,35.86,877567.0,4.086297684393329
293,2020-04-06,Harbor,450.0,38.0,37.71,877567.0,4.297107799176588
294,2020-04-07,Harbor,479.0,29.0,37.14,877567.0,4.232155493540664
295,2020-04-08,Harbor,525.0,46.0,39.43,877567.0,4.49310423021832
296,2020-04-09,Harbor,571.0,46.0,42.0,877567.0,4.785959362646954
297,2020-04-10,Harbor,609.0,38.0,40.71,877567.0,4.638962039365656
298,2020-04-11,Harbor,638.0,29.0,39.29,877567.0,4.47715103234283
299,2020-04-12,Harbor,665.0,27.0,36.14,877567.0,4.1182040801443085
300,2020-04-13,Harbor,679.0,14.0,32.71,877567.0,3.727350732194807
301,2020-04-14,Harbor,708.0,29.0,32.71,877567.0,3.727350732194807
302,2020-04-15,Harbor,740.0,32.0,30.71,877567.0,3.4994479054020946
303,2020-04-16,Harbor,768.0,28.0,28.14,877567.0,3.2065927729734596
304,2020-04-17,Harbor,817.0,49.0,29.71,877567.0,3.3854964920057387
305,2020-04-18,Harbor,859.0,42.0,31.57,877567.0,3.597446120922961
306,2020-04-19,Harbor,894.0,35.0,32.71,877567.0,3.727350732194807
307,2020-04-20,Harbor,948.0,54.0,38.43,877567.0,4.379152816821963
308,2020-04-21,Harbor,1004.0,56.0,42.29,877567.0,4.819005272531898
309,2020-04-22,Harbor,1063.0,59.0,46.14,877567.0,5.257718214107869
310,2020-04-23,Harbor,1116.0,53.0,49.71,877567.0,5.66452475993286
311,2020-04-24,Harbor,1159.0,43.0,48.86,877567.0,5.567666058545957
312,2020-04-25,Harbor,1216.0,57.0,51.0,877567.0,5.811522083214159
313,2020-04-26,Harbor,1258.0,42.0,52.0,877567.0,5.925473496610516
314,2020-04-27,Harbor,1301.0,43.0,50.43,877567.0,5.7465697775782365
315,2020-04-28,Harbor,1344.0,43.0,48.57,877567.0,5.534620148661014
316,2020-04-29,Harbor,1476.0,132.0,59.0,877567.0,6.723133390385008
317,2020-04-30,Harbor,1689.0,213.0,81.86,877567.0,9.328062700625708
318,2020-05-01,Harbor,1836.0,147.0,96.71,877567.0,11.020241189561593
319,2020-05-03,Harbor,2005.0,169.0,112.71,877567.0,12.84346380390329
320,2020-05-04,Harbor,2038.0,33.0,111.43,877567.0,12.697605994755957
321,2020-05-05,Harbor,2086.0,48.0,112.14,877567.0,12.778511498267369
322,2020-05-06,Harbor,2141.0,55.0,113.86,877567.0,12.974507929309102
323,2020-05-07,Harbor,2167.0,26.0,98.71,877567.0,11.248144016354306
324,2020-05-08,Harbor,2265.0,98.0,82.29,877567.0,9.377061808386141
325,2020-05-09,Harbor,2343.0,78.0,72.43,877567.0,8.253500872298071
326,2020-05-10,Harbor,2416.0,73.0,58.71,877567.0,6.690087480500065
327,2020-05-11,Harbor,2475.0,59.0,62.43,877567.0,7.113986738334509
328,2020-05-12,Harbor,2530.0,55.0,63.43,877567.0,7.227938151730865
329,2020-05-13,Harbor,2602.0,72.0,65.86,877567.0,7.50484008628401
330,2020-05-14,Harbor,2745.0,143.0,82.57,877567.0,9.40896820413712
331,2020-05-15,Harbor,2842.0,97.0,82.43,877567.0,9.393015006261631
332,2020-05-16,Harbor,2925.0,83.0,83.14,877567.0,9.473920509773043
333,2020-05-17,Harbor,3013.0,88.0,85.29,877567.0,9.71891604857521
334,2020-05-18,Harbor,3050.0,37.0,82.14,877567.0,9.359969096376688
335,2020-05-19,Harbor,3082.0,32.0,78.86,877567.0,8.98620846043664
336,2020-05-20,Harbor,3166.0,84.0,80.57,877567.0,9.181065377344407
337,2020-05-21,Harbor,3228.0,62.0,69.0,877567.0,7.862647524348568
338,2020-05-22,Harbor,3343.0,115.0,71.57,877567.0,8.155502656777204
339,2020-05-23,Harbor,3402.0,59.0,68.14,877567.0,7.764649308827702
340,2020-05-24,Harbor,3471.0,69.0,65.43,877567.0,7.455840978523578
341,2020-05-25,Harbor,3552.0,81.0,71.71,877567.0,8.171455854652693
342,2020-05-26,Harbor,3623.0,71.0,77.29,877567.0,8.80730474140436
343,2020-03-18,Northeast L.A.,1.0,0.0,,167674.0,
344,2020-03-19,Northeast L.A.,1.0,0.0,,167674.0,
345,2020-03-20,Northeast L.A.,1.0,0.0,,167674.0,
346,2020-03-21,Northeast L.A.,1.0,0.0,,167674.0,
347,2020-03-22,Northeast L.A.,1.0,0.0,,167674.0,
348,2020-03-23,Northeast L.A.,2.0,1.0,,167674.0,
349,2020-03-24,Northeast L.A.,4.0,2.0,0.43,167674.0,0.2564500161026754
350,2020-03-25,Northeast L.A.,7.0,3.0,0.86,167674.0,0.5129000322053509
351,2020-03-26,Northeast L.A.,11.0,4.0,1.43,167674.0,0.8528454023879671
352,2020-03-27,Northeast L.A.,13.0,2.0,1.71,167674.0,1.0198361105478488
353,2020-03-28,Northeast L.A.,21.0,8.0,2.86,167674.0,1.7056908047759343
354,2020-03-29,Northeast L.A.,23.0,2.0,3.14,167674.0,1.872681512935816
355,2020-03-30,Northeast L.A.,25.0,2.0,3.29,167674.0,1.9621408208786097
356,2020-03-31,Northeast L.A.,30.0,5.0,3.71,167674.0,2.2126268831184324
357,2020-04-01,Northeast L.A.,36.0,6.0,4.14,167674.0,2.4690768992211076
358,2020-04-02,Northeast L.A.,41.0,5.0,4.29,167674.0,2.5585362071639017
359,2020-04-03,Northeast L.A.,53.0,12.0,5.71,167674.0,3.405417655689016
360,2020-04-04,Northeast L.A.,69.0,16.0,6.86,167674.0,4.0912723499171015
361,2020-04-05,Northeast L.A.,84.0,15.0,8.71,167674.0,5.194603814544892
362,2020-04-06,Northeast L.A.,92.0,8.0,9.57,167674.0,5.707503846750242
363,2020-04-07,Northeast L.A.,104.0,12.0,10.57,167674.0,6.3038992330355335
364,2020-04-08,Northeast L.A.,117.0,13.0,11.57,167674.0,6.900294619320825
365,2020-04-09,Northeast L.A.,130.0,13.0,12.71,167674.0,7.580185359686058
366,2020-04-10,Northeast L.A.,133.0,3.0,11.43,167674.0,6.816799265240884
367,2020-04-11,Northeast L.A.,140.0,7.0,10.14,167674.0,6.047449216932859
368,2020-04-12,Northeast L.A.,144.0,4.0,8.57,167674.0,5.11110846046495
369,2020-04-13,Northeast L.A.,150.0,6.0,8.29,167674.0,4.944117752305068
370,2020-04-14,Northeast L.A.,170.0,20.0,9.43,167674.0,5.624008492670301
371,2020-04-15,Northeast L.A.,177.0,7.0,8.57,167674.0,5.11110846046495
372,2020-04-16,Northeast L.A.,181.0,4.0,7.29,167674.0,4.347722366019776
373,2020-04-17,Northeast L.A.,189.0,8.0,8.0,167674.0,4.771163090282334
